French,Frequency,English
mulder,2534,mulder
vulgaire,2533,vulgar
jouant,2533,playing
grain,2533,grain
grenier,2533,attic
emplacement,2533,location
coopérer,2532,cooperate
faciles,2530,easy
torturer,2530,torture
crétins,2529,moron
aîné,2529,elder
sembler,2528,seem
journées,2528,days
char,2528,tank
tire-toi,2527,go away
home,2526,home
électronique,2524,electronic
richie,2524,richie
collé,2524,glue
attendez-moi,2524,wait for me
infiniment,2524,infinitely
retournons,2523,let's go back
armées,2523,armies
aigle,2522,eagle
matelas,2521,mattress
poussez-vous,2520,get away
proie,2520,prey
furieuse,2519,furious
angoisse,2519,anguish
traitée,2518,treated
prévoir,2518,to expect
mick,2517,mick
tais,2517,tais
iront,2517,will go
vachement,2517,really
barrage,2517,dam
gays,2515,gay
éternellement,2514,eternally
coeurs,2514,hearts
sens-tu,2513,do you feel
buddy,2513,buddy
austin,2513,austin
marcel,2512,marcel
stand,2512,stand
durée,2512,duration
wells,2511,wells
robots,2511,robots
sheila,2510,sheila
vietnam,2509,vietnam
peggy,2509,peggy
broadway,2507,broadway
rôles,2507,roles
crash,2507,crash
débrouille,2507,uncomfortable
arrache,2507,ripped off
diagnostic,2507,diagnostic
flynn,2506,flynn
texto,2506,text
harcèlement,2506,harassment
délai,2505,deadline
reggie,2504,rear
inscrit,2503,registered
cassie,2503,cassie
barnes,2503,barnes
arnold,2502,arnold
nègre,2502,negro
bosses,2502,bumps
vainqueur,2502,winner
achetée,2500,bought
manipuler,2500,manipulate
représenter,2500,represent
sortais,2500,sorted
elvis,2498,elvis
araignée,2498,spider
colonie,2498,colony
faillite,2497,bankruptcy
pognon,2496,cash
égalité,2496,equality
honorer,2496,to honour
group,2496,group
pensaient,2496,thought
courageuse,2495,courageous
mentale,2494,mental
travaillant,2494,working
espoirs,2494,hopes
rideaux,2493,curtains
renard,2491,fox
trouveront,2491,will find
boom,2490,boom
jon,2490,jon
vœux,2490,wishes
françois,2490,francis
mineurs,2490,minors
inspire,2489,inspired
douleurs,2489,pain
défendu,2489,defended
aimiez,2489,love
exister,2489,exist
israël,2488,israel
tripes,2487,gut
brésil,2487,brazil
denny,2487,denny
assurez-vous,2485,make sure
plaira,2485,will please
pacte,2485,pact
réagi,2484,reacted
dons,2484,donations
choper,2484,graze
honoré,2484,honored
griffin,2483,griffin
isabelle,2483,isabelle
multiples,2483,multiple
sacrément,2483,sacrament
hôpitaux,2481,hospitals
zones,2481,zones
agressé,2481,attacked
transporter,2480,carry
ambition,2480,ambition
colis,2480,package
regardons,2479,let's look at
grimper,2478,climb
dessiner,2477,draw
mouillé,2476,wet
édition,2476,editing
chargée,2476,in charge
obsession,2476,obsession
mallette,2475,briefcase
casquette,2473,cap
pèse,2473,weigh
purée,2472,mash potatoes
invasion,2472,invasion
prétexte,2472,pretext
was,2472,wast
candidats,2471,candidates
impasse,2470,dead end
cleveland,2469,cleveland
tissus,2469,tissue
démissionne,2469,resign
messe,2468,mass
revoilà,2468,back
vivais,2468,lived
modeste,2467,modest
cow-boy,2467,cowboy
présents,2467,present
mona,2466,mona
vice,2465,vice
éloigné,2465,distant
garantis,2464,guaranteed
saurez,2463,know
vaincu,2463,defeated
déja,2463,already
graisse,2463,fat
poulets,2462,chickens
stock,2462,stock
right,2461,right
vœu,2461,wish
kansas,2460,kansas
hunt,2460,hunt
camps,2460,camps
opposé,2460,opposite
buvons,2458,let's drink
arc,2458,bow
niveaux,2457,levels
accidents,2457,accidents
inutiles,2456,unnecessary
gentillesse,2456,kindness
commençait,2455,began
taureau,2455,bull
arrete,2455,stopped
selle,2454,saddle
na,2454,n / a
missile,2454,missile
détestent,2453,hate
inspiré,2453,inspired
banane,2452,banana
réplique,2451,replica
remplacé,2450,replaced
effrayée,2450,frightened
commune,2450,commune
aspect,2450,appearance
autorise,2450,allowed
thérapeute,2450,therapist
désagréable,2449,unpleasant
examiné,2449,examined
crack,2449,crack
t.,2448,t.
comparer,2448,compare
stopper,2447,stop
relevés,2446,surveys
reynolds,2446,reynolds
prié,2444,prayed
pressentiment,2443,presentiment
repose-toi,2443,rest
matty,2441,matty
conviction,2441,conviction
offres,2441,offers
assassinée,2440,murdered
emmènes,2440,swing
saisis,2440,seizure
rein,2438,kidney
lourde,2437,heavy
trouverons,2437,will find
fontaine,2437,fountain
flippant,2436,scary
buffy,2436,buffy
favori,2436,favorite
comprendra,2435,will understand
lits,2434,beds
religieux,2433,religious
glenn,2433,glenn
cal,2432,cal
señor,2431,señor
ruine,2431,ruin
confidentiel,2431,confidential
participé,2431,participated
décoller,2431,take off
déclarer,2431,to announce
timing,2431,timing
publié,2430,published
merdes,2429,shit
ciseaux,2429,scissors
empirer,2429,to get worse
south,2428,south
attentat,2427,bombing
instable,2427,unstable
chômage,2427,unemployment
renverser,2427,to spill
dixon,2426,dixon
mortelle,2426,deadly
endormie,2425,asleep
apparu,2425,appeared
hésite,2425,hesitant
pensions,2424,pensions
2ème,2424,2nd
balai,2424,broom
distributeur,2423,distributer
prit,2423,taken
environs,2421,surrounding
rapides,2420,rapid
revenons,2419,let's go back
tiens-toi,2419,hold on
aventures,2419,adventures
florence,2418,florence
belle-mère,2417,stepmother
isolé,2417,isolated
éthique,2417,ethics
if,2416,if
bars,2416,bars
détecteur,2415,detector
aveux,2414,confessions
commentaires,2414,comments
bornes,2414,boundaries
réussit,2413,succeed
sécurisé,2412,secure
coca,2412,coca
utilises,2412,used
béton,2412,concrete
tess,2412,tess
tables,2411,tables
cachés,2410,hidden
retournée,2410,overhaul
fumier,2410,manure
douglas,2410,douglas
baraque,2409,barrack
franchir,2409,cross
tortue,2408,tortoise
isaac,2408,isaac
revois,2406,review
fonctionnent,2405,work
performance,2405,performance
verront,2405,will see
nage,2405,swimming
clubs,2404,clubs
profession,2403,occupation
gâche,2403,spoils
vidé,2402,empty
glisse,2401,slide
changes,2400,changes
pourrait-il,2400,could he
valable,2399,valid
conditionnelle,2399,conditional
soupçons,2399,suspicion
lessive,2395,laundry
radios,2395,radios
urine,2395,urine
score,2394,score
dorénavant,2394,from now on
escorte,2394,escort
location,2394,rental
fiona,2394,fiona
démissionner,2393,resign
fondre,2392,melt
financier,2391,financial
draguer,2391,to dredge
outre,2391,besides
démonstration,2391,demonstration
diabolique,2390,diabolical
fichez,2389,make up care
moutons,2387,sheep
justifier,2387,justify
supposée,2387,supposed
rasoir,2386,shaver
utilisait,2386,used
sympathique,2386,friendly
confirmation,2386,confirmation
planifié,2385,planned
latin,2385,latin
formulaire,2384,form
tuyaux,2383,pipes
chen,2381,chen
répondeur,2380,answering machine
travaillons,2380,let's work
mineur,2380,minor
active,2380,active
dispositif,2380,device
confusion,2379,confusion
alimentation,2379,food
fuis,2379,fuels
jupe,2377,skirt
plancher,2377,floor
épargner,2377,save
évacuation,2377,evacuation
attache,2377,attached
patates,2376,potatoes
partait,2376,left
dirais-tu,2375,would you say
dawson,2375,dawson
séquence,2374,sequence
jouons,2374,let's play
inévitable,2374,inevitable
violation,2372,breach
brennan,2372,brennan
marina,2371,marina
intrus,2370,intruder
soulagement,2370,relief
correspondent,2369,correspond
sortirai,2369,will come out
yoga,2369,yoga
cape,2369,cape
troupeau,2368,herd
déclenché,2368,sets off
assure-toi,2368,make sure
pouvions,2368,could
abeilles,2367,bees
fermez-la,2367,shut up
rocky,2366,rocky
rex,2366,rex
croira,2365,will grow
minus,2365,minus
tueront,2365,will kill
hotel,2364,hotel
cam,2364,cam
ados,2364,teens
vont-ils,2363,are they going
gin,2363,gin
traites,2361,drafts
télégramme,2361,telegram
menacer,2361,threaten
inscrire,2360,register
manoir,2360,manor
contrarié,2359,upset
concentration,2359,concentration
brody,2359,brody
provoque,2358,provoke
achetez,2358,buy
jambon,2358,ham
papi,2357,grandpa
cérébrale,2356,cerebral
assistance,2356,assistance
brett,2356,brett
avalé,2354,swallowed
professeurs,2354,teachers
rêvais,2353,dreamed
pétasse,2353,bitch
braquage,2353,robbery
chinoise,2353,chinese
see,2353,see see
piges,2352,rods
lci,2352,lci
lester,2352,louster
tiers,2351,third party
légalement,2351,legally
aliens,2350,aliens
suggéré,2350,suggested
dîtes,2350,tell
déchire,2349,torn
hypothèse,2348,assumption
dwight,2348,dwight
demandée,2347,requested
mets-le,2347,put the
gonna,2347,gonna
pointer,2347,point
cigare,2346,cigar
adorais,2346,adored
serrure,2346,lock
qg,2345,hq
marron,2345,brown
préserver,2345,preserve
dépasser,2345,exceed
nuls,2344,zero
accroché,2344,hooked
mikey,2343,mikey
chanté,2343,sung
surveillez,2343,watch
anciennes,2343,old -fashioned
dégueu,2343,disgusting
raccrocher,2342,to hang up
billard,2342,billiards
allah,2342,allah
sauveur,2342,saviour
séduire,2341,seduce
coiffeur,2341,hairdresser
conrad,2340,conrad
déclencher,2340,to release
armoire,2339,cupboard
glaces,2339,ice cream
îles,2338,he is
habille,2337,dressed
elaine,2337,rack
klaus,2336,klaus
vertu,2336,virtue
respecté,2336,respected
gangs,2335,gangs
campbell,2333,campbell
appelais,2333,calling
episode,2332,episode
détestais,2332,hated
cuba,2331,cuba
sonny,2331,sonny
aimerions,2331,would like
nikki,2330,nikki
sheldon,2330,sheldon
récolte,2329,harvest
touristes,2329,tourist
darrin,2327,darrin
media,2327,media
maigre,2326,skinny
chandler,2326,chand
sourit,2325,smiles
éveillé,2325,awake
lola,2325,lola
langues,2325,languages
balcon,2325,balcony
cathy,2324,cathy
expédition,2324,shipping
freddie,2324,freddie
artie,2324,ominous
trophée,2324,trophy
évaluation,2323,assessment
chimique,2323,chemical
détenu,2323,detained
donnerait,2321,would give
pince,2321,pliers
primaire,2321,primary
regrets,2321,regret
nations,2320,nations
kathy,2320,kathy
christina,2320,christina
plaisantais,2319,joked
psychiatrique,2319,psychiatric
appareils,2319,devices
traîné,2319,dragged
enfuit,2318,fled
capital,2318,capital
baie,2318,bay
sandra,2318,sandra
invention,2318,invention
gilet,2317,vest
croisés,2317,crossed
mexicain,2317,mexican
vera,2316,vera
compliquée,2315,complicated
paiement,2315,payment
tueuse,2315,killing
fédérale,2315,federal
joyeuse,2314,joyful
deb,2314,debt
omar,2314,omar
rappel,2314,reminder
réservoir,2313,reservoir
brick,2312,brig
office,2312,office
coopération,2311,cooperation
trajectoire,2310,path
propriétaires,2310,owners
mi,2309,mid
hayes,2309,hayes
paiera,2309,pay
bruno,2308,bruno
mental,2308,mental
messager,2308,messenger
frangin,2307,bro
combattu,2306,fought
souhait,2305,wish
anton,2305,anton
carson,2305,carson
kid,2305,kid
dépenses,2305,expenses
passerait,2304,would pass
crochet,2304,hook
naître,2304,be born
age,2304,age
exceptionnel,2303,exceptional
rude,2303,harsh
développé,2303,developed
dee,2302,dee
fonctionné,2302,worked
bones,2301,bones
traquer,2300,hunt down
samuel,2300,samuel
teresa,2300,teresa
mêlé,2299,mixed
mettez-le,2299,put it
chimiques,2299,chemicals
addition,2299,addition
transférer,2298,to transfer
exacte,2298,accurate
gratitude,2298,gratitude
baby-sitter,2298,baby sitter
insupportable,2297,intolerable
cargaison,2297,cargo
incroyables,2296,incredible
laissait,2295,left
planètes,2295,planets
préparation,2294,preparation
prépare-toi,2294,get ready
waouh,2294,wow
passager,2293,passenger
venez-vous,2293,do you come
camille,2292,camille
désolés,2292,desolate
authentique,2291,authentic
jumelles,2290,binoculars
burt,2290,burt
prudents,2288,cautious
guerres,2288,wars
branché,2288,branch
hudson,2287,hudson
intéressent,2287,interest
couteaux,2287,knives
jessie,2286,jessie
5e,2286,5th
communications,2284,communications
matins,2283,morning
ncis,2283,nis
raide,2283,steep
via,2283,via
spock,2282,spock
overdose,2282,overdose
schmidt,2282,schmidt
arizona,2281,arizona
craché,2281,spat
privilège,2281,privilege
professionnels,2281,professionals
navy,2280,navy
fauché,2280,mowed
destiné,2280,destined
sévère,2279,severe
investir,2279,invest
creuse,2279,dig
joel,2279,joel
grec,2279,greek
nues,2279,naked
publier,2278,publish
murray,2278,murray
foster,2278,foster
viendras,2277,will come
philosophie,2277,philosophy
er,2276,er
intelligents,2276,intelligent
commençais,2276,began
boucliers,2275,shields
suspendu,2273,suspended
obstacle,2273,obstacle
générateur,2273,generator
peintre,2272,painter
pourboire,2271,tip
échangé,2270,exchange
comptoir,2270,counter
raclée,2270,beating
altitude,2269,altitude
pelle,2269,shovel
rebelle,2268,rebel
morphine,2268,morphine
grenouille,2268,frog
violon,2268,violin
sacrifices,2268,sacrifices
laisse-nous,2267,leave us
montage,2267,assembly
andrea,2267,andrea
offenser,2266,to offend
disputés,2265,disputed
gabrielle,2264,gabrielle
rhume,2264,common cold
doit-on,2264,do we have to
shakespeare,2264,shakespeare
pablo,2263,pablo
arrive-t-il,2263,he arrives
sociétés,2262,companies
particulière,2262,special
embrasse-moi,2262,kiss me
tâches,2262,tasks
claude,2262,claude
attaqués,2262,attacked
gâchis,2261,mess
charbon,2261,coal
établissement,2261,establishment
psychologique,2261,psychological
regarde-le,2260,look at him
surprend,2260,surprise
night,2260,night
devront,2260,will have to
queen,2260,queen
armure,2259,armor
déménage,2258,move
gwen,2258,gwen
mat,2257,mast
pourrie,2257,rotten
divin,2257,divine
g.,2257,g.
ver,2257,worm
poupées,2257,dolls
raccompagne,2257,connect
graines,2257,seeds
excusez-nous,2256,excuse us
puzzle,2256,puzzle
travailleurs,2256,workers
roberts,2255,roberts
berger,2255,shepherd
alexander,2254,alexander
supplémentaires,2254,additional
montrerai,2254,will show
donovan,2253,donovan
assumer,2253,to assume
beau-frère,2251,brother-in-law
ohio,2251,ohio
perdent,2251,lose
neuve,2251,newly
amants,2251,lovers
karma,2251,karma
stevens,2250,stevens
jeanne,2250,jeanne
meuf,2250,girl
ego,2250,ego
abus,2250,abuse
agresseur,2249,aggressor
donneur,2249,giver
épreuves,2249,tests
cousins,2248,cousins
grandit,2247,growing
hills,2247,hills
dirigé,2247,directed
signaux,2247,signals
clefs,2247,keys
wes,2247,wes
oz,2246,oz
croisière,2245,cruise
humide,2245,humid
rio,2244,rio
régulièrement,2244,regularly
square,2244,square
alentours,2244,surrounding
vaste,2244,vast
voisinage,2244,neighborhood
tiendrai,2243,will hold
delta,2243,delta
dawn,2243,dawn
guérison,2242,healing
écrivez,2242,write
paille,2242,straw
célébrité,2242,celebrity
indiquent,2242,indicate
gêné,2241,embarrassed
calculs,2241,calculations
humble,2240,humble
cachets,2240,storage
distorsion,2240,distortion
accordé,2239,granted
réclame,2239,advertisement
radiations,2239,radiation
canne,2239,cane
costaud,2239,strong
ring,2238,ring
mourrai,2238,will die
proximité,2238,proximity
scan,2237,scan
exposer,2237,expose
actuel,2237,current
foirer,2237,meal
moine,2236,monk
utiles,2236,useful
détenus,2236,prisoners
familial,2236,family
tirent,2235,shoot
assisté,2235,assisted
peyton,2232,peyton
calendrier,2232,calendar
publiques,2232,public
litres,2232,liters
garer,2231,park
maux,2230,illness
traduit,2230,translated
damien,2229,damien
marilyn,2228,marilyn
dis-nous,2228,tell us
chimie,2228,chemistry
fourni,2228,provided
sons,2227,sounds
osez-vous,2227,dare
redevenir,2227,become again
détente,2226,relaxation
sites,2226,site (s
phénomène,2226,phenomenon
pneu,2226,tire
limousine,2224,limousine
méritez,2224,deserve
serait-il,2224,would he be
duel,2223,duel
nolan,2223,nolan
at,2222,at
appartiennent,2222,belong
braves,2220,brave
lake,2220,lake
intégrer,2220,to integrate
fermier,2220,farmer
tronche,2219,face
réaliste,2219,realistic
dorment,2217,sleep
vapeur,2217,steam
dormait,2217,was sleeping
fichue,2216,damn
lions,2216,lions
missions,2215,missions
persuadé,2214,convinced
néanmoins,2213,nevertheless
sixième,2213,sixth
viens-tu,2213,are you coming
carré,2213,square
iris,2213,iris
alec,2213,alec
roméo,2212,romeo
pigeon,2212,pigeon
planning,2212,planning
round,2211,round
agenda,2210,diary
communiste,2210,communist
recours,2209,appeal
renseigner,2208,to inform
hamilton,2207,hamilton
mouches,2207,flies
oses,2207,dare
culot,2206,cheek
cycle,2206,cycle
situations,2205,situations
mit,2205,put
ressortir,2204,come out
trains,2204,trains
ex-mari,2204,ex-husband
temps-ci,2204,time
cachez,2203,hide
champignons,2203,mushrooms
amusé,2203,amused
renoncé,2203,renounced
calvin,2203,calvin
marins,2203,sailors
enregistrements,2202,recordings
habituel,2201,usual
musicale,2201,musical
claires,2201,clear
ohh,2200,ohh
finissons-en,2200,let's finish
retrouvés,2200,found
épouses,2199,wives
collecte,2199,collection
inspection,2199,inspection
devions,2198,had to
jonas,2198,jonas
taches,2196,tasks
laurie,2196,laurie
envisager,2196,consider
affamé,2195,hungry
vendue,2195,sold
pointé,2195,point
ouvertes,2195,open
rejetée,2194,rejected
arriveras,2194,will arrive
perruque,2193,wig
pompier,2193,firefighter
bonus,2193,bonus
directe,2192,direct
flingues,2192,gun
obtiens,2192,get
gray,2191,gray
accrochez-vous,2190,hang
bloque,2190,blocked
ete,2190,summer
débarquer,2189,land
prochains,2189,next
parts,2189,shares
modèles,2188,models
calcul,2188,calculation
achat,2187,purchase
sombres,2187,dark
refusez,2186,refuse
volontaires,2186,volunteer
débarrasse,2185,getting rid of
gardent,2185,keep
life,2185,life
gil,2184,gil
manifestement,2184,manifestly
démission,2184,resignation
refus,2184,refusal
entrent,2184,enter
rodney,2184,rodney
caisses,2183,boxes
mousse,2182,mousse
supprimer,2182,delete
chauffer,2182,heat
requins,2182,sharks
stage,2182,internship
photographie,2181,photography
remords,2180,remorse
